title,doi,loadDate,openAccess,firstPage,lastPage,pii,publicationDate,sourceTitle,uri,authors,File Attachments
Facile microwave-assisted solvothermal synthesis of rod-like aluminum terephthalate [MIL-53(Al)] for CO2 adsorption,10.1016/j.jiec.2022.05.021,2022-05-17T00:00:00.000Z,False,279,286,S1226086X22002635,2022-08-25,Journal of Industrial and Engineering Chemistry,https://www.sciencedirect.com/science/article/pii/S1226086X22002635?dgcid=api_sd_search-api-endpoint,"Liwei Sun, Meilin Yin, Shaokun Tang",10_1016_j_jiec_2022_05_021_full_text.md
Carbon dioxide removal from biogas through pressure swing adsorption – A review,10.1016/j.cherd.2022.05.012,2022-05-14T00:00:00.000Z,False,285,306,S0263876222002258,2022-07-31,Chemical Engineering Research and Design,https://www.sciencedirect.com/science/article/pii/S0263876222002258?dgcid=api_sd_search-api-endpoint,"Mohd Hardyianto Vai Bahrun, Awang Bono, Muhammad Abbas Ahmad Zaini",10_1016_j_cherd_2022_05_012_full_text.md
Photocatalytic CO2 reduction over copper-based materials: A review,10.1016/j.jcou.2022.102056,2022-05-12T00:00:00.000Z,False,102056,102056,S2212982022001755,2022-07-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982022001755?dgcid=api_sd_search-api-endpoint,"Weili Wang, Li Wang, Yi Xing",10_1016_j_jcou_2022_102056_full_text.md
"Copper-doped activated carbon from amorphous cellulose for hydrogen, methane and carbon dioxide storage",10.1016/j.ijhydene.2022.04.029,2022-05-06T00:00:00.000Z,False,18384,18395,S0360319922014951,2022-05-15,International Journal of Hydrogen Energy,https://www.sciencedirect.com/science/article/pii/S0360319922014951?dgcid=api_sd_search-api-endpoint,"Giuseppe Conte, Alfonso Policicchio, Raffaele G. Agostino",10_1016_j_ijhydene_2022_04_029_full_text.md
Carbon spheres synthesized from KHCO3 activation of glucose derived hydrochar with excellent CO2 capture capabilities at both low and high pressures,10.1016/j.seppur.2022.121193,2022-05-05T00:00:00.000Z,False,121193,121193,S138358662200750X,2022-08-01,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S138358662200750X?dgcid=api_sd_search-api-endpoint,"Jinsong Shi, Hongmin Cui, Nanfu Yan",10_1016_j_seppur_2022_121193_full_text.md
Amine-impregnated nanoarchitectonics of mesoporous silica for capturing dry and humid 400 ppm carbon dioxide: A comparative study,10.1016/j.micromeso.2022.111956,2022-05-05T00:00:00.000Z,False,111956,111956,S1387181122002748,2022-06-30,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181122002748?dgcid=api_sd_search-api-endpoint,"Rajesh Kumar, Mahuya Bandyopadhyay, Nao Tsunoji",10_1016_j_micromeso_2022_111956_full_text.md
Renewable biochar derived from mixed sewage sludge and pine sawdust for carbon dioxide capture,10.1016/j.envpol.2022.119399,2022-05-04T00:00:00.000Z,False,119399,119399,S0269749122006133,2022-08-01,Environmental Pollution,https://www.sciencedirect.com/science/article/pii/S0269749122006133?dgcid=api_sd_search-api-endpoint,"Kai Li, Xiaojun Niu, Mingli Fu",10_1016_j_envpol_2022_119399_full_text.md
Bio-metal-organic framework-based cobalt glutamate for CO2/N2 separation: Experimental and multi-objective optimization with a neural network,10.1016/j.psep.2022.04.076,2022-05-04T00:00:00.000Z,False,998,1014,S0957582022003925,2022-06-30,Process Safety and Environmental Protection,https://www.sciencedirect.com/science/article/pii/S0957582022003925?dgcid=api_sd_search-api-endpoint,"Fayza Yulia, Agustino Zulys,  Nasruddin",10_1016_j_psep_2022_04_076_full_text.md
Adsorption of CO2 by amine-modified novel nanomaterials,10.1016/j.pce.2022.103154,2022-05-01T00:00:00.000Z,False,103154,103154,S1474706522000481,2022-06-30,"Physics and Chemistry of the Earth, Parts A/B/C",https://www.sciencedirect.com/science/article/pii/S1474706522000481?dgcid=api_sd_search-api-endpoint,"Jian Wang, Yunlong Zhou, Jiaqi Liu",10_1016_j_pce_2022_103154_full_text.md
Synthesis of a novel freestanding conjugated triazine-based microporous membrane through superacid-catalyzed polymerization for superior CO2 separation,10.1016/j.ceja.2022.100315,2022-04-29T00:00:00.000Z,True,100315,100315,S2666821122000758,2022-08-15,Chemical Engineering Journal Advances,https://www.sciencedirect.com/science/article/pii/S2666821122000758?dgcid=api_sd_search-api-endpoint,"Sina Pourebrahimi, Majid Pirooz",10_1016_j_ceja_2022_100315_full_text.md
Nitrogen-doped activated carbons with high performances for CO2 adsorption,10.1016/j.jcou.2022.102013,2022-04-25T00:00:00.000Z,False,102013,102013,S2212982022001329,2022-07-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982022001329?dgcid=api_sd_search-api-endpoint,"Lucas Spessato, Vitor A. Duarte, Vitor C. Almeida",10_1016_j_jcou_2022_102013_full_text.md
Optimizing CO2 capture and separation in pyrene derived covalent triazine frameworks,10.1016/j.eurpolymj.2022.111215,2022-04-22T00:00:00.000Z,False,111215,111215,S0014305722002191,2022-05-15,European Polymer Journal,https://www.sciencedirect.com/science/article/pii/S0014305722002191?dgcid=api_sd_search-api-endpoint,"Yiming Chen, Xuening Hu, Shaowu Du",10_1016_j_eurpolymj_2022_111215_full_text.md
Evaluation of defect induced surface heterogeneity in Metal-Organic Framework materials with alkali dopants employing adsorption isotherm modelling,10.1016/j.jics.2022.100493,2022-04-22T00:00:00.000Z,False,100493,100493,S0019452222001558,2022-06-30,Journal of the Indian Chemical Society,https://www.sciencedirect.com/science/article/pii/S0019452222001558?dgcid=api_sd_search-api-endpoint,"Sibnath Kayal, Anutosh Chakraborty",10_1016_j_jics_2022_100493_full_text.md
Review on applications of metal–organic frameworks for CO2 capture and the performance enhancement mechanisms,10.1016/j.rser.2022.112441,2022-04-19T00:00:00.000Z,False,112441,112441,S1364032122003471,2022-07-31,Renewable and Sustainable Energy Reviews,https://www.sciencedirect.com/science/article/pii/S1364032122003471?dgcid=api_sd_search-api-endpoint,"Lirong Li, Han Sol Jung, Yong Tae Kang",10_1016_j_rser_2022_112441_full_text.md
Fabrication of Alkaline Earth Oxide-Containing Glass Adsorbents for Capturing Carbon Dioxide under Mild Conditions,10.1016/j.jcou.2022.102001,2022-04-16T00:00:00.000Z,False,102001,102001,S2212982022001202,2022-07-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982022001202?dgcid=api_sd_search-api-endpoint,"Hyung-Ju Kim, Sung-Jun Kim, Jung-Hyun Lee",10_1016_j_jcou_2022_102001_full_text.md
Graph neural network predictions of metal organic framework CO2 adsorption properties,10.1016/j.commatsci.2022.111388,2022-04-14T00:00:00.000Z,False,111388,111388,S092702562200163X,2022-07-31,Computational Materials Science,https://www.sciencedirect.com/science/article/pii/S092702562200163X?dgcid=api_sd_search-api-endpoint,"Kamal Choudhary, Taner Yildirim, Diana L. Ortiz-Montalvo",10_1016_j_commatsci_2022_111388_full_text.md
A strategy to synthesis amine-functional Poly(Divinylbenzene)HIPEs with controllable porous structure for effective CO2 adsorption,10.1016/j.fuel.2022.124120,2022-04-11T00:00:00.000Z,False,124120,124120,S0016236122009772,2022-08-15,Fuel,https://www.sciencedirect.com/science/article/pii/S0016236122009772?dgcid=api_sd_search-api-endpoint,"Shuoyu Wang, Haorui Liu, Shuixia Chen",10_1016_j_fuel_2022_124120_full_text.md
Sequential polymer infusion into solid substrates (SPISS): Impact of processing on sorbent CO2 adsorption properties,10.1016/j.seppur.2022.121042,2022-04-09T00:00:00.000Z,False,121042,121042,S1383586622005998,2022-07-01,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586622005998?dgcid=api_sd_search-api-endpoint,"Cornelia Rosu, Pavithra Narayanan, Christopher W. Jones",10_1016_j_seppur_2022_121042_full_text.md
A molecular study of humid CO2 adsorption capacity by Mg-MOF-74 surfaces with ligand functionalization,10.1016/j.commatsci.2022.111407,2022-04-02T00:00:00.000Z,False,111407,111407,S092702562200177X,2022-06-15,Computational Materials Science,https://www.sciencedirect.com/science/article/pii/S092702562200177X?dgcid=api_sd_search-api-endpoint,"Yuhang Yang, Lu Jin, Xiaoze Du",10_1016_j_commatsci_2022_111407_full_text.md
Performance of CO2 adsorption by hybrid amine-functionalized MCM-41,10.5004/dwt.2022.28369,2024-07-24T00:00:00.000Z,True,142,150,S1944398624008099,2022-04-30,Desalination and Water Treatment,https://www.sciencedirect.com/science/article/pii/S1944398624008099?dgcid=api_sd_search-api-endpoint,"Zhoubing Cheng, Qunpeng Cheng",10_5004_dwt_2022_28369_full_text.md
Removal and mechanism of Ni(II)-containing wastewater by oxidation and Fe-impregnated modified biochar,10.5004/dwt.2022.28294,2024-07-24T00:00:00.000Z,True,25,37,S194439862400821X,2022-04-30,Desalination and Water Treatment,https://www.sciencedirect.com/science/article/pii/S194439862400821X?dgcid=api_sd_search-api-endpoint,Chaoyang Yu,10_5004_dwt_2022_28294_full_text.md
A silk-like hydrogen-bonded organic framework functionalized membrane with intrinsic catalytic activity for nonmetallic reduction of 4-nitrophenol,10.1016/j.cej.2022.136092,2022-03-29T00:00:00.000Z,False,136092,136092,S138589472201590X,2022-08-01,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S138589472201590X?dgcid=api_sd_search-api-endpoint,"Tianran Lin, Ying Sun, Shulin Zhao",10_1016_j_cej_2022_136092_full_text.md
A new nitrogen-enriched biochar modified by ZIF-8 grafting and annealing for enhancing CO2 adsorption,10.1016/j.fuproc.2022.107250,2022-03-26T00:00:00.000Z,False,107250,107250,S037838202200090X,2022-06-15,Fuel Processing Technology,https://www.sciencedirect.com/science/article/pii/S037838202200090X?dgcid=api_sd_search-api-endpoint,"Junjie Zhang, Danru Huang, Hanping Chen",10_1016_j_fuproc_2022_107250_full_text.md
Impact of Surface Functional Groups and Their Introduction Methods on the Mechanisms of CO2 Adsorption on Porous Carbonaceous Adsorbents,10.1016/j.ccst.2022.100045,2022-03-26T00:00:00.000Z,True,100045,100045,S2772656822000161,2022-06-30,Carbon Capture Science & Technology,https://www.sciencedirect.com/science/article/pii/S2772656822000161?dgcid=api_sd_search-api-endpoint,"Ben Petrovic, Mikhail Gorbounov, Salman Masoudi Soltani",10_1016_j_ccst_2022_100045_full_text.md
Tunable amine loading of amine grafted mesoporous silica grafted at room temperature: Applications for CO2 capture,10.1016/j.ces.2022.117626,2022-03-24T00:00:00.000Z,False,117626,117626,S000925092200210X,2022-06-08,Chemical Engineering Science,https://www.sciencedirect.com/science/article/pii/S000925092200210X?dgcid=api_sd_search-api-endpoint,"John-Timothy Anyanwu, Yiren Wang, Ralph T. Yang",10_1016_j_ces_2022_117626_full_text.md
Mesoporous alumina-supported layered double hydroxides for efficient CO2 capture,10.1016/j.jcou.2022.101982,2022-03-24T00:00:00.000Z,False,101982,101982,S2212982022001019,2022-06-30,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982022001019?dgcid=api_sd_search-api-endpoint,"Kai Wu, Qing Ye, Hongxing Dai",10_1016_j_jcou_2022_101982_full_text.md
Controllable fabrication of atomic dispersed low-coordination nickel-nitrogen sites for highly efficient electrocatalytic CO2 reduction,10.1016/j.cej.2022.135956,2022-03-23T00:00:00.000Z,False,135956,135956,S1385894722014541,2022-07-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894722014541?dgcid=api_sd_search-api-endpoint,"Liming Qiu, Shuwen Shen, Jitong Wang",10_1016_j_cej_2022_135956_full_text.md
Flexible CO2 capture for open-cycle gas turbines via vacuum-pressure swing adsorption: A model-based assessment,10.1016/j.energy.2022.123805,2022-03-22T00:00:00.000Z,True,123805,123805,S0360544222007083,2022-07-01,Energy,https://www.sciencedirect.com/science/article/pii/S0360544222007083?dgcid=api_sd_search-api-endpoint,"Mathew Dennis Wilkes, Solomon Brown",10_1016_j_energy_2022_123805_full_text.md
A highly stable CuO-derived adsorbent with dual Cu(I) sites for selective CO adsorption,10.1016/j.seppur.2022.120906,2022-03-22T00:00:00.000Z,False,120906,120906,S1383586622004634,2022-06-01,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586622004634?dgcid=api_sd_search-api-endpoint,"Farshad Feyzbar-Khalkhali-Nejad, Ehsan Hassani, Tae-Sik Oh",10_1016_j_seppur_2022_120906_full_text.md
Influence of layer slipping on adsorption of light gases in covalent organic frameworks: A combined experimental and computational study,10.1016/j.micromeso.2022.111796,2022-03-21T00:00:00.000Z,True,111796,111796,S1387181122001159,2022-05-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181122001159?dgcid=api_sd_search-api-endpoint,"Christopher Kessler, Robin Schuldt, Niels Hansen",10_1016_j_micromeso_2022_111796_full_text.md
Nitrogen-doped porous carbons from polyacrylonitrile fiber as effective CO2 adsorbents,10.1016/j.jes.2022.03.016,2022-03-20T00:00:00.000Z,False,533,543,S100107422200136X,2023-03-31,Journal of Environmental Sciences,https://www.sciencedirect.com/science/article/pii/S100107422200136X?dgcid=api_sd_search-api-endpoint,"Changdan Ma, Jiali Bai, Linlin Wang",10_1016_j_jes_2022_03_016_full_text.md
Influence of metal-organic framework MOF-76(Gd) activation/carbonization on the cycle performance stability in Li-S battery,10.1016/j.est.2022.104419,2022-03-18T00:00:00.000Z,False,104419,104419,S2352152X22004431,2022-07-31,Journal of Energy Storage,https://www.sciencedirect.com/science/article/pii/S2352152X22004431?dgcid=api_sd_search-api-endpoint,"D. Capková, T. Kazda, M. Almáši",10_1016_j_est_2022_104419_full_text.md
Management of surgical mask waste to activated carbons for CO2 capture,10.1016/j.jcou.2022.101970,2022-03-13T00:00:00.000Z,False,101970,101970,S2212982022000890,2022-05-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982022000890?dgcid=api_sd_search-api-endpoint,"Jarosław Serafin, Joanna Sreńscek-Nazzal, Beata Michalkiewicz",10_1016_j_jcou_2022_101970_full_text.md
Facile synthesis of flower-like carbon microspheres for carbon dioxide capture,10.1016/j.micromeso.2022.111801,2022-03-12T00:00:00.000Z,False,111801,111801,S1387181122001202,2022-04-30,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181122001202?dgcid=api_sd_search-api-endpoint,"Megha Sharma, Mark A. Snyder",10_1016_j_micromeso_2022_111801_full_text.md
Influence of the carbonization atmosphere on the development of highly microporous adsorbents tailored to CO2 capture,10.1016/j.joei.2022.03.003,2022-03-09T00:00:00.000Z,False,184,189,S1743967122000551,2022-06-30,Journal of the Energy Institute,https://www.sciencedirect.com/science/article/pii/S1743967122000551?dgcid=api_sd_search-api-endpoint,"Edward Gomez-Delgado, Gisel V. Nunell, Pablo R. Bonelli",10_1016_j_joei_2022_03_003_full_text.md
Synthesis of magnesium nanocomposites decked with multilayer graphene (MG) and its application for the adsorptive removal of pollutant,10.1016/j.chemosphere.2022.134121,2022-03-07T00:00:00.000Z,False,134121,134121,S0045653522006142,2022-07-31,Chemosphere,https://www.sciencedirect.com/science/article/pii/S0045653522006142?dgcid=api_sd_search-api-endpoint,"L. Nagarajan, Panchamoorthy Saravanan, M. Rajasimman",10_1016_j_chemosphere_2022_134121_full_text.md
A nanocaged cadmium-organic framework with high catalytic activity on the chemical fixation of CO2 and deacetalization-knoevenagel condensation,10.1016/j.micromeso.2022.111791,2022-03-04T00:00:00.000Z,False,111791,111791,S138718112200110X,2022-04-30,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S138718112200110X?dgcid=api_sd_search-api-endpoint,"Hongxiao Lv, Zhengguo Zhang, Xiutang Zhang",10_1016_j_micromeso_2022_111791_full_text.md
Energy and exergetic analysis of applying solar cascade utilization to an artificial photosynthesis energy supply system,10.1016/j.enconman.2022.115449,2022-03-03T00:00:00.000Z,False,115449,115449,S019689042200245X,2022-04-01,Energy Conversion and Management,https://www.sciencedirect.com/science/article/pii/S019689042200245X?dgcid=api_sd_search-api-endpoint,"Trevor Hocksun Kwan, Datong Gao, Gang Pei",10_1016_j_enconman_2022_115449_full_text.md
A metal-organic framework based on Co(II) and 3-aminoisonicotinate showing specific and reversible colourimetric response to solvent exchange with variable magnet behaviour,10.1016/j.mtchem.2022.100794,2022-03-03T00:00:00.000Z,True,100794,100794,S2468519422000234,2022-06-30,Materials Today Chemistry,https://www.sciencedirect.com/science/article/pii/S2468519422000234?dgcid=api_sd_search-api-endpoint,"O. Pajuelo-Corral, S. Pérez-Yáñez, J. Cepeda",10_1016_j_mtchem_2022_100794_full_text.md
Constructing [Co6(μ3-OH)6]-based pillar-layered MOF with open metal sites via steric-hindrance effect on ligand for CO2 adsorption and fixation,10.1016/j.inoche.2022.109347,2022-03-01T00:00:00.000Z,False,109347,109347,S1387700322001551,2022-05-31,Inorganic Chemistry Communications,https://www.sciencedirect.com/science/article/pii/S1387700322001551?dgcid=api_sd_search-api-endpoint,"Xiuling Zhang, Tingting Li, Qing Li",10_1016_j_inoche_2022_109347_full_text.md
Potential role of biochar in water treatment,10.5004/dwt.2022.28136,2024-07-24T00:00:00.000Z,True,79,104,S1944398624014863,2022-03-31,Desalination and Water Treatment,https://www.sciencedirect.com/science/article/pii/S1944398624014863?dgcid=api_sd_search-api-endpoint,"Piyush Gupta, Namrata Gupta",10_5004_dwt_2022_28136_full_text.md
"Three decades of topic evolution, hot spot mining and prospect in CCUS Studies based on CitNetExplorer",10.1016/j.cjpre.2022.03.010,2022-05-02T00:00:00.000Z,True,91,104,S2325426222000390,2022-03-31,"Chinese Journal of Population, Resources and Environment",https://www.sciencedirect.com/science/article/pii/S2325426222000390?dgcid=api_sd_search-api-endpoint,"Huajing Zhang, Ding Li, Nan Chen",10_1016_j_cjpre_2022_03_010_full_text.md
Controllable synthesis of hollow ZIF-8 microspheres via interface reaction with enhanced CO2 adsorption,10.1016/j.jssc.2022.123017,2022-02-26T00:00:00.000Z,False,123017,123017,S0022459622001414,2022-05-31,Journal of Solid State Chemistry,https://www.sciencedirect.com/science/article/pii/S0022459622001414?dgcid=api_sd_search-api-endpoint,"Chaoqun Fan, Jie Xu, Rizhi Chen",10_1016_j_jssc_2022_123017_full_text.md
Insights into CO2 adsorption on KOH-activated biochars derived from the mixed sewage sludge and pine sawdust,10.1016/j.scitotenv.2022.154133,2022-02-25T00:00:00.000Z,False,154133,154133,S0048969722012256,2022-06-20,Science of The Total Environment,https://www.sciencedirect.com/science/article/pii/S0048969722012256?dgcid=api_sd_search-api-endpoint,"Kai Li, Dongqing Zhang, Mingli Fu",10_1016_j_scitotenv_2022_154133_full_text.md
A review on high-density methane storage in confined nanospace by adsorption-hydration hybrid technology,10.1016/j.est.2022.104195,2022-02-23T00:00:00.000Z,False,104195,104195,S2352152X22002274,2022-06-30,Journal of Energy Storage,https://www.sciencedirect.com/science/article/pii/S2352152X22002274?dgcid=api_sd_search-api-endpoint,"Zeyuan Wang, Jun Duan, Fenghao Wang",10_1016_j_est_2022_104195_full_text.md
Single atomic Cu-Anchored 2D covalent organic framework as a nanoreactor for CO2 capture and in-situ conversion: A computational study,10.1016/j.ces.2022.117536,2022-02-22T00:00:00.000Z,False,117536,117536,S0009250922001208,2022-05-18,Chemical Engineering Science,https://www.sciencedirect.com/science/article/pii/S0009250922001208?dgcid=api_sd_search-api-endpoint,"Ling Huang, Guiru Wang, Dapeng Cao",10_1016_j_ces_2022_117536_full_text.md
Experimental and kinetics investigations of low-concentration CO2 adsorption on several amine-functionalized adsorbents,10.1016/j.psep.2022.02.047,2022-02-22T00:00:00.000Z,False,573,583,S0957582022001720,2022-04-30,Process Safety and Environmental Protection,https://www.sciencedirect.com/science/article/pii/S0957582022001720?dgcid=api_sd_search-api-endpoint,"Zhengjun Gu, Xinmei Wang, Chuanwen Zhao",10_1016_j_psep_2022_02_047_full_text.md
Amine-Functionalized Metal-Organic Frameworks: from Synthetic Design to Scrutiny in Application,10.1016/j.ccr.2022.214445,2022-02-21T00:00:00.000Z,False,214445,214445,S0010854522000406,2022-05-15,Coordination Chemistry Reviews,https://www.sciencedirect.com/science/article/pii/S0010854522000406?dgcid=api_sd_search-api-endpoint,"Zahra Sharifzadeh, Ali Morsali",10_1016_j_ccr_2022_214445_full_text.md
Development of high-performance adsorbent using KOH-impregnated rice husk-based activated carbon for indoor CO2 adsorption,10.1016/j.cej.2022.135378,2022-02-21T00:00:00.000Z,False,135378,135378,S1385894722008816,2022-06-01,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894722008816?dgcid=api_sd_search-api-endpoint,"Shuang Wang, Yu-Ri Lee, Sung-Ho Jo",10_1016_j_cej_2022_135378_full_text.md
"Self-activated, urea modified microporous carbon cryogels for high-performance CO2 capture and separation",10.1016/j.carbon.2022.02.040,2022-02-19T00:00:00.000Z,False,14,29,S0008622322001257,2022-06-15,Carbon,https://www.sciencedirect.com/science/article/pii/S0008622322001257?dgcid=api_sd_search-api-endpoint,"Ghazanfar Nazir, Adeela Rehman, Soo-Jin Park",10_1016_j_carbon_2022_02_040_full_text.md
Rubik’s cube shaped organic template free hydrothermal synthesis and characterization of zeolite NaA for CO2 adsorption,10.1016/j.fuel.2022.123492,2022-02-11T00:00:00.000Z,False,123492,123492,S001623612200357X,2022-06-01,Fuel,https://www.sciencedirect.com/science/article/pii/S001623612200357X?dgcid=api_sd_search-api-endpoint,"Jayaprakash Madhu, Venkatraman Madurai Ramakrishnan, Dhayalan Velauthapillai",10_1016_j_fuel_2022_123492_full_text.md
Subject Index,10.1016/j.fueleneab.2022.01.003,2022-02-10T00:00:00.000Z,False,223,234,S0140670122000030,2022-03-31,Fuel and Energy Abstracts,https://www.sciencedirect.com/science/article/pii/S0140670122000030?dgcid=api_sd_search-api-endpoint,,10_1016_j_fueleneab_2022_01_003_full_text.md
Controlled preparation of nitrogen-doped hierarchical carbon cryogels derived from Phenolic-Based resin and their CO2 adsorption properties,10.1016/j.energy.2022.123367,2022-02-02T00:00:00.000Z,False,123367,123367,S0360544222002705,2022-05-01,Energy,https://www.sciencedirect.com/science/article/pii/S0360544222002705?dgcid=api_sd_search-api-endpoint,"Yalan Zhou, Lu Luo, Weigang Zhao",10_1016_j_energy_2022_123367_full_text.md
Hydrophilic carbon monoliths derived from metal-organic frameworks@resorcinol-formaldehyde resin for atmospheric water harvesting,10.1016/S1872-5805(22)60576-6,2022-02-25T00:00:00.000Z,False,237,244,S1872580522605766,2022-02-28,New Carbon Materials,https://www.sciencedirect.com/science/article/pii/S1872580522605766?dgcid=api_sd_search-api-endpoint,"Song-Yuan Tang, Yong-Sheng Wang, An-Hui Lu",10_1016_S1872-5805_22_60576-6_full_text.md
Synthesis of mesoporous carbon materials from renewable plant polyphenols for environmental and energy applications,10.1016/S1872-5805(22)60577-8,2022-02-25T00:00:00.000Z,False,196,222,S1872580522605778,2022-02-28,New Carbon Materials,https://www.sciencedirect.com/science/article/pii/S1872580522605778?dgcid=api_sd_search-api-endpoint,"You-you Feng, Yi-qing Chen, Jing Wei",10_1016_S1872-5805_22_60577-8_full_text.md
Covalent triazine-based frameworks confining cobalt single atoms for photocatalytic CO2 reduction and hydrogen production,10.1016/j.jmst.2021.11.035,2022-01-29T00:00:00.000Z,False,41,49,S1005030222000755,2022-07-20,Journal of Materials Science & Technology,https://www.sciencedirect.com/science/article/pii/S1005030222000755?dgcid=api_sd_search-api-endpoint,"Guocheng Huang, Guiyun Lin, Ling Wu",10_1016_j_jmst_2021_11_035_full_text.md
Recent advances in carbon dioxide capture for process intensification,10.1016/j.ccst.2022.100031,2022-01-26T00:00:00.000Z,True,100031,100031,S2772656822000021,2022-03-31,Carbon Capture Science & Technology,https://www.sciencedirect.com/science/article/pii/S2772656822000021?dgcid=api_sd_search-api-endpoint,"John Buckingham, Tomas Ramirez Reina, Melis S. Duyar",10_1016_j_ccst_2022_100031_full_text.md
Interlayer functionalization of vermiculite derived silica with hierarchical layered porous structure for stable CO2 adsorption,10.1016/j.cej.2022.134875,2022-01-25T00:00:00.000Z,False,134875,134875,S1385894722003825,2022-05-01,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894722003825?dgcid=api_sd_search-api-endpoint,"Xiaoyu Li, Ruihong Li, Luxue Wang",10_1016_j_cej_2022_134875_full_text.md
In-situ activated ultramicroporous carbon materials derived from waste biomass for CO2 capture and benzene adsorption,10.1016/j.biombioe.2022.106353,2022-01-23T00:00:00.000Z,False,106353,106353,S0961953422000149,2022-03-31,Biomass and Bioenergy,https://www.sciencedirect.com/science/article/pii/S0961953422000149?dgcid=api_sd_search-api-endpoint,"Xiancheng Ma, Yi Wu, Liqing Li",10_1016_j_biombioe_2022_106353_full_text.md
Study on CO2 capture in humid flue gas using amine-modified ZIF-8,10.1016/j.seppur.2022.120535,2022-01-21T00:00:00.000Z,False,120535,120535,S1383586622000958,2022-04-15,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586622000958?dgcid=api_sd_search-api-endpoint,"Fan Yang, Tianshu Ge, Ruzhu Wang",10_1016_j_seppur_2022_120535_full_text.md
Rational self-assembly of triazine- and urea-functionalized periodic mesoporous organosilicas for efficient CO2 adsorption and conversion into cyclic carbonates,10.1016/j.fuel.2022.123230,2022-01-19T00:00:00.000Z,False,123230,123230,S0016236122001016,2022-05-01,Fuel,https://www.sciencedirect.com/science/article/pii/S0016236122001016?dgcid=api_sd_search-api-endpoint,"Mengshuai Liu, Penghui Zhao, Fusheng Liu",10_1016_j_fuel_2022_123230_full_text.md
Process evaluation and kinetic analysis of 3D-printed monoliths comprised of CaO and Cr/H-ZSM-5 in combined CO2 Capture-C2H6 oxidative dehydrogenation to C2H4,10.1016/j.cej.2022.134706,2022-01-19T00:00:00.000Z,False,134706,134706,S1385894722002145,2022-05-01,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894722002145?dgcid=api_sd_search-api-endpoint,"Khaled Baamran, Shane Lawson, Fateme Rezaei",10_1016_j_cej_2022_134706_full_text.md
Mixed polyamines promotes CO2 adsorption from air,10.1016/j.jece.2022.107239,2022-01-19T00:00:00.000Z,False,107239,107239,S2213343722001129,2022-04-30,Journal of Environmental Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2213343722001129?dgcid=api_sd_search-api-endpoint,"Zhijun He, Yaozu Wang, Jia Li",10_1016_j_jece_2022_107239_full_text.md
CO2 adsorption on zeolite 13X modified with hydrophobic octadecyltrimethoxysilane for indoor application,10.1016/j.jclepro.2022.130597,2022-01-18T00:00:00.000Z,False,130597,130597,S0959652622002384,2022-02-20,Journal of Cleaner Production,https://www.sciencedirect.com/science/article/pii/S0959652622002384?dgcid=api_sd_search-api-endpoint,"Minjae Kim, Jae Won Lee, Yong Tae Kang",10_1016_j_jclepro_2022_130597_full_text.md
Physisorption and chemisorption of CO2 on Fe-MIL-88B derivatives: Impact of the functional groups on the electronic properties and adsorption tendency - A theoretical investigation,10.1016/j.jmgm.2022.108124,2022-01-13T00:00:00.000Z,False,108124,108124,S1093326322000031,2022-05-31,Journal of Molecular Graphics and Modelling,https://www.sciencedirect.com/science/article/pii/S1093326322000031?dgcid=api_sd_search-api-endpoint,"Nguyen Thi Thu Ha, Ha Thi Thao, Nguyen Ngoc Ha",10_1016_j_jmgm_2022_108124_full_text.md
Tailoring morphological and chemical properties of covalent triazine frameworks for dual CO2 and H2 adsorption,10.1016/j.ijhydene.2021.12.197,2022-01-10T00:00:00.000Z,False,8434,8445,S0360319921049533,2022-02-12,International Journal of Hydrogen Energy,https://www.sciencedirect.com/science/article/pii/S0360319921049533?dgcid=api_sd_search-api-endpoint,"Giulia Tuci, Andree Iemhoff, Giuliano Giambastiani",10_1016_j_ijhydene_2021_12_197_full_text.md
